235,80OvNaEgmmw,Michael Mina: Rapid COVID Testing | Lex Fridman Podcast #235
234,4-SGpEInX_c,Stephen Wolfram: Complexity and the Fabric of Reality | Lex Fridman Podcast #234
233,3LWNY70Oj4A,"Carl Hart: Heroin, Cocaine, MDMA, Alcohol & the Role of Drugs in Society | Lex Fridman Podcast #233"
232,98HZanvAJ8Y,"Brian Greene: Quantum Gravity, The Big Bang, Aliens, Death, and Meaning | Lex Fridman Podcast #232"
231,kSbMU5CbFM0,"Alex Gladstein: Bitcoin, Authoritarianism, and Human Rights | Lex Fridman Podcast #231"
230,PbN3HzKkW4M,"Kelsi Sheren: War, Artillery, PTSD, and Love | Lex Fridman Podcast #230"
229,YJF01_ztxwY,"Richard Wrangham: Violence, Sex, and Fire in Human Evolution | Lex Fridman Podcast #229"
228,Iau6W5pjy9Y,"RZA: Wu-Tang Clan, Kung Fu, Chess, God, Life, and Death | Lex Fridman Podcast #228"
227,cC1HszE5Hcw,"Sean Kelly: Existentialism, Nihilism, and the Search for Meaning | Lex Fridman Podcast #227"
226,KZnGSVwIpeU,Jo Boaler: How to Learn Math | Lex Fridman Podcast #226
225,EwueqdgIvq4,Jeffrey Shainline: Neuromorphic Computing and Optoelectronic Intelligence | Lex Fridman Podcast #225
224,gFEE3w7F0ww,"Travis Oliphant: NumPy, SciPy, Anaconda, Python & Scientific Programming | Lex Fridman Podcast #224"
223,uiNpESmPioQ,"Travis Stevens: Judo, Olympics, and Mental Toughness | Lex Fridman Podcast #223"
222,Ui38ZzTymDY,Jay McClelland: Neural Networks and the Emergence of Cognition | Lex Fridman Podcast #222
221,3wMKoSRbGVs,Douglas Lenat: Cyc and the Quest to Solve Common Sense Reasoning in AI | Lex Fridman Podcast #221
220,hZenJc1fa70,Niels Jorgensen: New York Firefighters and the Heroes of 9/11 | Lex Fridman Podcast #220
219,EE1R8FYUJm0,"Donald Knuth: Programming, Algorithms, Hard Problems & the Game of Life | Lex Fridman Podcast #219"
218,Fx0G6DHMfXM,"Jaron Lanier: Virtual Reality, Social Media & the Future of Humans and AI | Lex Fridman Podcast #218"
217,nre0QT9LN6w,Rodney Brooks: Robotics | Lex Fridman Podcast #217
216,G433fa01oMU,Vincent Racaniello: Viruses and Vaccines | Lex Fridman Podcast #216
215,U5OD8MjYnOM,"Wojciech Zaremba: OpenAI Codex, GPT-3, Robotics, and the Future of AI | Lex Fridman Podcast #215"
214,TRdL6ZzWBS0,Jed Buchwald: Isaac Newton and the Philosophy of Science | Lex Fridman Podcast #214
213,J48bm21q8_A,Barry Barish: Gravitational Waves and the Most Precise Device Ever Built | Lex Fridman Podcast #213
212,rIpUf-Vy2JA,"Joscha Bach: Nature of Reality, Dreams, and Consciousness | Lex Fridman Podcast #212"
211,oYQh1ZNkC70,Brian Muraresku: The Secret History of Psychedelics | Lex Fridman Podcast #211
210,Hc4XvHTlW3s,Matt Walker: Sleep | Lex Fridman Podcast #210
209,ndMahzDCH1Y,Luís and João Batalha: Fermat's Library and the Art of Studying Papers | Lex Fridman Podcast #209
208,Z1KwkpTUbkg,Jeff Hawkins: The Thousand Brains Theory of Intelligence | Lex Fridman Podcast #208
207,e4Bet29PVPY,Chris Duffin: The Mad Scientist of Strength | Lex Fridman Podcast #207
206,FUS6ceIvUnI,Ishan Misra: Self-Supervised Deep Learning in Computer Vision | Lex Fridman Podcast #206
205,0RTWSJAqTPg,Zach Bitter: Ultramarathon Running | Lex Fridman Podcast #205
204,j4_VyRDOmN4,Cumrun Vafa: String Theory | Lex Fridman Podcast #204
203,ew8U43IXTfk,Anya Fernald: Regenerative Farming and the Art of Cooking Meat | Lex Fridman Podcast #203
202,2tUiLxtrLxk,Rick Doblin: Psychedelics | Lex Fridman Podcast #202
201,tm7poMupE8k,Konstantin Batygin: Planet 9 and the Edge of Our Solar System | Lex Fridman Podcast #201
200,R5rNoV1Qy_Q,Michael Malice: Totalitarianism and Anarchy | Lex Fridman Podcast #200
199,Udh22kuLebg,Roger Reaves: Smuggling Drugs for Pablo Escobar and the Medellin Cartel | Lex Fridman Podcast #199
198,-tDQ74I3Ovs,Sara Walker: The Origin of Life on Earth and Alien Worlds | Lex Fridman Podcast #198
197,n2RcVEftY48,"Jocko Willink: War, Leadership, and Discipline | Lex Fridman Podcast #197"
196,usDqSEKDVsA,Yeonmi Park: North Korea | Lex Fridman Podcast #196
195,CGAvsmokB4c,Clara Sousa-Silva: Searching for Signs of Life on Venus and Other Planets | Lex Fridman Podcast #195
194,TG6BuSjwP4o,"Bret Weinstein: Truth, Science, and Censorship in the Time of a Pandemic | Lex Fridman Podcast #194"
193,cuD9uNFXnU8,Rob Reid: The Existential Threat of Engineered Viruses and Lab Leaks | Lex Fridman Podcast #193
192,FKh8hjJNhWc,Charles Hoskinson: Cardano | Lex Fridman Podcast #192
191,hGRNUw559SE,Daniel Schmachtenberger: Steering Civilization Away from Self-Destruction | Lex Fridman Podcast #191
190,tueAcSiiqYA,Jordan Ellenberg: Mathematics of High-Dimensional Shapes and Geometries | Lex Fridman Podcast #190
189,jhKZIq3SlYE,David Sinclair: Extending the Human Lifespan Beyond 100 Years | Lex Fridman Podcast #189
188,XW0QZmtbjvs,Vitalik Buterin: Ethereum 2.0 | Lex Fridman Podcast #188
187,LDTe8uFqbws,"Frank Wilczek: Physics of Quarks, Dark Matter, Complexity, Life & Aliens | Lex Fridman Podcast #187"
186,1YbcB6b4A2U,Bryan Johnson: Kernel Brain-Computer Interfaces | Lex Fridman Podcast #186
185,4dC_nRYIDZU,"Sam Harris: Consciousness, Free Will, Psychedelics, AI, UFOs, and Meaning | Lex Fridman Podcast #185"
184,85F0FDsPHf8,"Katherine de Kleer: Planets, Moons, Asteroids & Life in Our Solar System | Lex Fridman Podcast #184"
183,6z1JwZbX4dQ,"Po-Shen Loh: Mathematics, Math Olympiad, Combinatorics & Contact Tracing | Lex Fridman Podcast #183"
182,ktuw6Ow4sd0,"John Danaher: The Path to Mastery in Jiu Jitsu, Grappling, Judo, and MMA | Lex Fridman Podcast #182"
181,TPXTmVdlyoc,"Sergey Nazarov: Chainlink, Smart Contracts, and Oracle Networks | Lex Fridman Podcast #181"
180,USnqkUAr_3w,Jeremi Suri: History of American Power | Lex Fridman Podcast #180
179,fIPxfzfOTxk,Georges St-Pierre: The Science of Fighting | Lex Fridman Podcast #179
178,Pl3x4GINtBQ,"Michael Malice and Yaron Brook: Ayn Rand, Human Nature, and Anarchy | Lex Fridman Podcast #178"
177,CY_LEa9xQtg,Risto Miikkulainen: Neuroevolution and Evolutionary Computation | Lex Fridman Podcast #177
176,HrehEWYj16s,Robert Breedlove: Philosophy of Bitcoin from First Principles | Lex Fridman Podcast #176
175,dmVqpx4YOY4,Yannis Pappas: History and Comedy | Lex Fridman Podcast #175
174,7Grseeycor4,Tyler Cowen: Economic Growth & the Fight Against Conformity & Mediocrity | Lex Fridman Podcast #174
173,mDyBbGCiBUU,"Nic Carter: Bitcoin Core Values, Layered Scaling, and Blocksize Debates | Lex Fridman Podcast #173"
172,UOEpe17nPhE,Ryan Schiller: Librex and the Free Exchange of Ideas on College Campuses | Lex Fridman Podcast #172
171,IHg6ixt3CKc,Anthony Pompliano: Bitcoin | Lex Fridman Podcast #171
170,Iuven0crywo,Ronald Sullivan: The Ideal of Justice in the Face of Controversy and Evil | Lex Fridman Podcast #170
169,VHg9sfOzBbY,Ryan Hall: Solving Martial Arts from First Principles | Lex Fridman Podcast #169
168,zNdhgOk4-fE,"Silvio Micali: Cryptocurrency, Blockchain, Algorand, Bitcoin & Ethereum | Lex Fridman Podcast #168"
167,grceJbuPUXI,"Saagar Enjeti: Politics, History, and Power | Lex Fridman Podcast #167"
166,y3Umo_jd5AA,"Cal Newport: Deep Work, Focus, Productivity, Email, and Social Media | Lex Fridman Podcast #166"
165,YJWPowbCK_I,"Josh Barnett: Philosophy of Violence, Power, and the Martial Arts | Lex Fridman #165"
164,ClxRHJPz8aQ,"Andrew Huberman: Sleep, Dreams, Creativity, Fasting, and Neuroplasticity | Lex Fridman Podcast #164"
163,ifX_JnBfxTY,"Eric Weinstein: Difficult Conversations, Freedom of Speech, and Physics | Lex Fridman Podcast #163"
162,G4hL5Om4IJ4,"Jim Keller: The Future of Computing, AI, Life, and Consciousness | Lex Fridman Podcast #162"
161,d2bYwYxqJCM,"Jason Calacanis: Startups, Angel Investing, Capitalism, and Friendship | Lex Fridman Podcast #161"
160,krB0enBeSiE,"Brendan Eich: JavaScript, Firefox, Mozilla, and Brave | Lex Fridman Podcast #160"
159,ziQSpuST6Es,"Richard Craib: WallStreetBets, Numerai, and the Future of Stock Trading | Lex Fridman Podcast #159"
158,QSPtSNqUCUw,Zev Weinstein: The Next Generation of Big Ideas and Brave Minds | Lex Fridman Podcast #158
157,CejJ2aVRUE8,Natalya Bailey: Rocket Engines and Electric Spacecraft Propulsion | Lex Fridman Podcast #157
156,8wYZjOzfTUk,"Tim Dillon: Comedy, Power, Conspiracy Theories, and Freedom | Lex Fridman Podcast #156"
155.5,6ePR2TWYVkI,Lex Fridman: Ask Me Anything - AMA January 2021 | Lex Fridman Podcast
155,RL4j4KPwNGM,Max Tegmark: AI and Physics | Lex Fridman Podcast #155
154,plcc6E-E1uU,"Avi Loeb: Aliens, Black Holes, and the Mystery of the Oumuamua | Lex Fridman Podcast #154"
153,I51DuprOb0o,"Dmitry Korkin: Evolution of Proteins, Viruses, Life, and AI | Lex Fridman Podcast #153"
152,pRzelZlKl7E,"Dan Gable: Olympic Wrestling, Mental Toughness & the Making of Champions | Lex Fridman Podcast #152"
151,yTWa-Z1UQwU,Dan Kokotov: Speech Recognition with AI and Humans | Lex Fridman Podcast #151
